"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
8.47956597210409e-81,-0.561720771756788,0.783,0.875,2.01008111368727e-76,"CXCR4"
2.56156483001656e-67,-0.662106347728013,0.694,0.78,6.07218942955425e-63,"ZFP36"
4.69282665546101e-67,-0.796681052854326,0.369,0.532,1.11243455867703e-62,"TNFAIP3"
1.92940134674677e-61,-0.25912902116144,0.991,0.994,4.57364589246321e-57,"EIF1"
2.24798812900352e-58,0.503671813101424,0.738,0.592,5.32885585980285e-54,"GIMAP4"
4.68181203352894e-56,-0.779271336598963,0.37,0.52,1.10982354254803e-51,"JUN"
6.10082950008869e-56,-0.520649140875518,0.7,0.784,1.44620163299602e-51,"JUNB"
1.5380978841197e-55,0.459103627347584,0.785,0.664,3.64606103430575e-51,"GIMAP7"
1.69391906950025e-41,-0.614845773229191,0.4,0.518,4.01543515425034e-37,"DDIT4"
1.61247112443764e-40,0.577329361683622,0.537,0.405,3.82236280047942e-36,"LINC00861"
5.69956408529527e-39,-0.254121756968229,0.969,0.978,1.35108166641924e-34,"H3-3B"
3.0317535286145e-35,1.03586467341327,0.37,0.27,7.18677173958067e-31,"ENSG00000235979"
5.9735015949825e-35,0.535224628286935,0.479,0.357,1.4160185530906e-30,"GIMAP1"
3.64279887774857e-34,-0.575154358818697,0.456,0.554,8.63525473970299e-30,"NFKBIA"
1.48338161301172e-32,0.507366090649859,0.451,0.335,3.51635611364429e-28,"DENND2D"
3.66060464634989e-32,-0.409761171348244,0.65,0.736,8.67746331417241e-28,"DUSP2"
2.859145831919e-31,0.301734615634497,0.855,0.771,6.77760519456398e-27,"CTSW"
1.78802847083247e-29,0.850560407525087,0.277,0.185,4.23852149010836e-25,"DHFR"
5.66771126311415e-29,0.350660694549897,0.682,0.567,1.34353095492121e-24,"TRAF3IP3"
8.92816036378753e-29,0.394686205675637,0.699,0.586,2.11642041423584e-24,"PRF1"
9.23579697211763e-29,-0.450880220267793,0.518,0.6,2.18934567224048e-24,"DNAJB1"
9.45207155467241e-26,0.35857699310212,0.57,0.46,2.24061356203509e-21,"GIMAP5"
1.49351080091708e-24,-0.327504644944237,0.687,0.745,3.54036735357393e-20,"LEPROTL1"
4.11487402322259e-23,-0.542423136905354,0.375,0.456,9.75430887204916e-19,"RNF125"
1.46066315715358e-22,-1.02367218212545,0.117,0.191,3.46250201403257e-18,"DUSP4"
2.07783787237965e-22,-0.509509069212661,0.356,0.436,4.92551467647596e-18,"RBM38"
3.29245105912938e-22,-0.79999835999001,0.176,0.255,7.80475523566619e-18,"SKIL"
3.81957034573228e-21,0.32675582464073,0.489,0.38,9.05429150455838e-17,"CDK2AP2"
8.70670395685673e-21,-0.307703212824567,0.738,0.787,2.06392417297289e-16,"TSC22D3"
4.02306059598159e-20,-0.545421512940127,0.298,0.374,9.53666514277437e-16,"SBDS"
1.44965946811633e-19,0.301381978664732,0.51,0.409,3.43641776916977e-15,"RPS4Y1"
5.22563929397863e-19,-0.494193828712211,0.329,0.405,1.23873779463764e-14,"PPP1R16B"
2.68608820761309e-18,0.316753326787732,0.53,0.43,6.36737209614683e-14,"PRMT2"
3.2217999503392e-18,0.343446731014523,0.417,0.324,7.63727678227908e-14,"BTN3A2"
5.46370662255545e-18,-0.627451613378495,0.257,0.328,1.29517165487677e-13,"BTG2"
7.11163034682368e-18,0.367059523580256,0.451,0.362,1.68581197371455e-13,"GBP5"
8.16971805919558e-18,0.695760564596638,0.14,0.086,1.93663166593231e-13,"THEMIS2"
1.26421096747402e-17,0.456099071325859,0.249,0.176,2.99681209839716e-13,"GIMAP2"
