"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.00456850935930448,0.431491027970556,0.131,0.092,1,"THOC6"
0.00459880453027954,0.398418775661878,0.101,0.066,1,"KDM4A"
0.0046022688986065,0.351347478192346,0.15,0.107,1,"MIGA1"
0.0046330249018808,0.416491746829785,0.19,0.143,1,"MAD2L2"
0.00465061279744329,0.643636831724707,0.143,0.1,1,"HLA-DQB1"
0.00470863719510793,0.41787130857671,0.128,0.089,1,"MAP3K14"
0.0047251616839027,0.403748684455467,0.219,0.169,1,"REEP3"
0.00477479219430026,0.283427318831555,0.185,0.135,1,"TIMMDC1"
0.00479491555545992,0.322077582792542,0.147,0.105,1,"CCNB1IP1"
0.00480006236622948,0.315200147325884,0.378,0.32,1,"ENSG00000268027"
0.00486652936321327,0.39474790157641,0.234,0.182,1,"POLE3"
0.00487096822816525,0.251297684914151,0.263,0.206,1,"RNF10"
0.00487397767546498,-0.569339063919431,0.174,0.219,1,"FBXO34"
0.00490734571098649,0.281384656731564,0.19,0.141,1,"FBXL20"
0.00490958409534555,0.489106060852724,0.103,0.068,1,"PPP1R12B"
0.00500766034950894,0.328637516622831,0.192,0.143,1,"RPUSD3"
0.0050218447528294,0.425448038770861,0.149,0.108,1,"WAC-AS1"
0.00503528952390678,0.308767310886468,0.14,0.099,1,"DDX49"
0.00505526361160008,0.298627412622014,0.162,0.117,1,"SLC25A46"
0.00509873110092378,0.316194120604524,0.214,0.162,1,"CZIB"
0.005193531559525,0.263225495474468,0.36,0.295,1,"MFSD10"
0.00520847525844458,0.4376924458067,0.113,0.076,1,"LINC01089"
0.00522528706962126,0.533719899208278,0.103,0.069,1,"SLC25A51"
0.00529313590911301,0.256686795322601,0.192,0.143,1,"NUP50"
0.00534098187899733,-0.323794280761376,0.476,0.501,1,"SNRPB"
0.00534749251354256,0.336558218115523,0.231,0.176,1,"UBL7"
0.00535352057805091,0.310257051941475,0.132,0.093,1,"MPST"
0.00535512267379827,0.371008355195298,0.177,0.133,1,"TCEAL8"
0.00540928888947531,0.514641213655447,0.11,0.075,1,"ALDOC"
0.00549823035684178,-1.0574989666081,0.077,0.112,1,"NPEPPSP1"
0.00549889121838648,0.32113918282001,0.156,0.113,1,"HAUS1"
0.00555822498219482,-0.606767044667817,0.1,0.14,1,"NME4"
0.00560951119511005,0.317510734449613,0.318,0.266,1,"LBR"
0.00564336476906033,0.280824817641114,0.269,0.214,1,"PIN4"
0.00571647249336357,0.353067086899624,0.132,0.094,1,"PHF23"
0.00572956413877684,0.298978087484295,0.36,0.294,1,"MMADHC"
0.00574433645177605,0.508575997027345,0.106,0.072,1,"SLC39A1"
0.00592523121591404,0.497230087941313,0.115,0.078,1,"MTOR"
0.00597586110757492,0.516788843076485,0.144,0.104,1,"CTLA4"
0.00604132144139501,0.474143528454824,0.131,0.093,1,"C2CD5-AS1"
0.00611456430493591,0.286400731178122,0.286,0.235,1,"HSF1"
0.00612425193998164,0.497112847326195,0.115,0.08,1,"ZNF433-AS1"
0.00616747668975343,0.269970789407591,0.198,0.148,1,"TMEM30A"
0.00617101109254321,0.380956387094374,0.183,0.139,1,"CS"
0.00617316951201386,0.259518596633322,0.177,0.131,1,"TBC1D14"
0.0062077735927854,0.52062773556667,0.126,0.089,1,"TNFSF14"
0.0062384440167632,0.347952811440848,0.162,0.12,1,"UBAC1"
0.00625452584795944,0.261954982823707,0.265,0.206,1,"PDXDC1"
0.00626933078898809,0.378113307895778,0.116,0.08,1,"RAD51-AS1"
0.00629676935690382,-0.486718021246741,0.173,0.217,1,"SBDSP1"
0.00638435574247471,0.363993486348521,0.144,0.104,1,"TRMT2A"
0.00641083507113437,0.388324783458263,0.135,0.097,1,"PARP9"
0.00646534537783938,0.288149347727468,0.132,0.093,1,"KDM4B"
0.00646767664564578,-0.718726951789516,0.089,0.125,1,"YRDC"
0.00651732520542467,0.618492661329401,0.11,0.076,1,"CRADD"
0.00653444280442878,0.319467086829837,0.202,0.156,1,"C15orf40"
0.00665045330958465,0.333341901495345,0.246,0.194,1,"LYSMD2"
0.00672845953471656,0.426033950166535,0.134,0.095,1,"C1orf174"
0.0070011538244092,-0.419895822132525,0.339,0.372,1,"RNF125"
0.0070334115405181,0.275791267557497,0.146,0.106,1,"IL6R"
0.00704276398713352,0.393218240400492,0.15,0.11,1,"PCNA"
0.00707014527347624,0.378334099793261,0.134,0.095,1,"STAMBPL1"
0.00708774492516841,0.458184358038734,0.107,0.073,1,"CPTP"
0.00717975946173919,0.265590173051899,0.49,0.442,1,"CD5"
0.00732409674533604,0.475571951094087,0.131,0.094,1,"DDX52"
0.00735857911905475,0.475359215127497,0.156,0.117,1,"ALG3"
0.00740655870503251,0.2745716316576,0.21,0.16,1,"RPS6KB2"
0.00744822974258708,0.489487924727374,0.185,0.139,1,"SGMS1"
0.00747006007739349,0.362774855638535,0.11,0.075,1,"ENSG00000290548"
0.00747436962055018,0.282178679558439,0.326,0.267,1,"LDLRAP1"
0.00759311569907459,0.271963419506541,0.199,0.151,1,"NTAN1"
0.00765449274159922,-0.511255984261279,0.243,0.286,1,"CRYBG1"
0.00790250759735844,-0.279071420926785,0.534,0.564,1,"CAST"
0.0079055669647874,0.362291049039547,0.165,0.122,1,"EEFSEC"
0.00792488772070586,-0.43609917177648,0.368,0.398,1,"CDC14A"
0.00793768075925791,0.363998431071769,0.131,0.094,1,"ACSL4"
0.00795391936483009,-0.753087800521373,0.088,0.124,1,"TBC1D22A-DT"
0.00797090945537469,0.501320107909147,0.116,0.082,1,"ENSG00000290833"
0.00797255432062224,0.26836704835334,0.112,0.076,1,"SLC25A42"
0.0079850061725206,0.415278491466146,0.11,0.076,1,"PRH1"
0.008098170870123,-0.680060213046725,0.095,0.133,1,"SKI"
0.00813142530189021,0.379069797427344,0.116,0.081,1,"TUBGCP3"
0.00814865951244454,0.311510174531114,0.137,0.098,1,"ZMYM4"
0.00817859239437852,0.447681186975765,0.199,0.154,1,"CAMK2G"
0.00819320032226339,0.309147511653297,0.146,0.106,1,"GLT8D1"
0.0081946191178364,0.29915818747651,0.28,0.224,1,"CMC2"
0.0082869828407902,-0.300094381602536,0.594,0.602,1,"PARP8"
0.00830504993930527,0.455655666518706,0.118,0.083,1,"METTL3"
0.00831708710333491,0.253827116823005,0.121,0.084,1,"C8orf76"
0.00834613488079738,0.35667616378237,0.119,0.084,1,"KRBOX5"
0.00837391312804103,0.524640901316543,0.146,0.108,1,"HIBCH"
0.00837713227070617,0.309056919626425,0.262,0.212,1,"WASHC3"
0.00840991490755386,0.268311325576319,0.281,0.227,1,"COPZ1"
0.00852716237554537,-0.673336886047007,0.103,0.141,1,"ZSWIM6"
0.00859600846805426,0.295693956798806,0.213,0.165,1,"ACAA2"
0.00861590335739403,0.307343476007057,0.296,0.239,1,"KCNAB2"
0.0086323647238158,0.359850692149622,0.119,0.084,1,"SLC35B2"
0.00866618429967555,0.471271156974106,0.126,0.09,1,"ZNF512"
0.00874479782541411,0.426149562728782,0.137,0.1,1,"TFPT"
0.00876352174520577,0.359166932553895,0.171,0.128,1,"LINC00426"
0.00880876527561554,0.329889696488528,0.244,0.193,1,"IL6ST"
0.00909787010600461,0.39304543710878,0.152,0.113,1,"UBL4A"
0.00916452772508469,0.256034699790878,0.269,0.215,1,"SUPT3H"
0.00919887140579004,0.546418352339175,0.271,0.22,1,"ENSG00000289901"
0.00920316724913704,0.257683539553228,0.185,0.14,1,"GBF1"
0.00921137137988187,0.454717041490189,0.112,0.078,1,"SH3BP2"
0.00924127509569729,0.353296757259364,0.146,0.107,1,"PAXBP1"
0.009251985275127,0.361587950199688,0.138,0.1,1,"GOT2"
0.00932268637385678,-0.653552778965776,0.135,0.173,1,"FBXL3"
0.00945098813703381,0.34227069400043,0.238,0.191,1,"ERLEC1"
0.00952368328901718,0.378723289410526,0.137,0.099,1,"WRAP73"
0.00953478070655749,0.296609784597175,0.126,0.09,1,"HMGXB3"
0.00959087281369822,0.383298320416985,0.119,0.084,1,"VPS54"
0.00961314273402202,0.302770504000789,0.265,0.212,1,"EIF4G1"
0.00968087183351821,0.278539799557942,0.134,0.095,1,"KIAA0825"
0.00970203873774407,0.329400597387962,0.18,0.138,1,"ACAT1"
0.00973710309065225,-0.357016584765621,0.423,0.447,1,"BZW1"
0.0097589437451551,-0.251988249232708,0.551,0.566,1,"ZBTB20"
0.00978061532151119,-0.852136314759446,0.104,0.139,1,"MPP7"
0.00987437954046404,0.447961240183629,0.122,0.087,1,"PNMA1"
0.00999195108484291,0.277040164575338,0.26,0.21,1,"COA1"
0.0101393127994036,0.268681017313107,0.226,0.178,1,"USP4"
0.0101967340533042,0.250671632538276,0.299,0.245,1,"RAB10"
0.0104347306293742,0.282906175001315,0.211,0.166,1,"WASHC4"
0.0104418780486856,0.341179214355543,0.126,0.091,1,"GABPA"
0.0105608730208115,0.264083939035951,0.132,0.096,1,"SLC39A13"
0.0106872257736408,0.321124065666206,0.202,0.155,1,"GOLGA8A"
0.0107030424869517,-0.372929380211827,0.277,0.317,1,"CNOT2"
0.0109207678378563,0.382670308874451,0.161,0.122,1,"MFSD5"
0.0109251124633167,0.484233253437341,0.101,0.07,1,"GALNT7"
0.0110053779044278,0.367618576582922,0.135,0.099,1,"PHC2"
0.0110233671980286,0.340317663111422,0.207,0.16,1,"ZNF831"
0.0111141203693582,0.421313869147359,0.137,0.1,1,"CEP128"
0.0111732940175606,0.266585419236788,0.15,0.111,1,"SYNJ2BP"
0.011325260935437,0.275324309312688,0.269,0.216,1,"PPM1K"
0.0115725115246156,0.420582224580865,0.144,0.107,1,"ENTPD4"
0.0116729405760614,-0.46202727695968,0.143,0.183,1,"LINC02273"
0.0116830639790509,0.261717314874368,0.293,0.242,1,"PQBP1"
0.0117150409010213,0.411677333970784,0.113,0.079,1,"PMS2P4"
0.0117737431870818,0.273250996076733,0.277,0.223,1,"ATG3"
0.0118902852151725,0.2730728863773,0.118,0.082,1,"TOLLIP"
0.0119538012152477,0.255029712693386,0.222,0.175,1,"CCS"
0.0120167529142001,0.351407383256609,0.116,0.083,1,"ATG101"
0.0120793528919679,-0.709166427333872,0.107,0.141,1,"TSC22D2"
0.0121166879586298,0.318987858809511,0.189,0.146,1,"ENSG00000290928"
0.0121525934088756,0.369462167631759,0.161,0.121,1,"NMT2"
0.0122470497292756,0.264570997244896,0.152,0.113,1,"MPI"
0.0122704888226783,0.258304375937614,0.18,0.137,1,"MRPL40"
0.0122720859096817,0.470919345263889,0.103,0.072,1,"BCL2L11"
0.0122988287829801,0.480332247034327,0.113,0.081,1,"E2F3"
0.0123779486135707,0.379604381426268,0.121,0.087,1,"CEP135"
0.0124614506430105,0.256298390882937,0.186,0.142,1,"ARFRP1"
0.012820251866258,0.290811082453344,0.174,0.134,1,"SMARCD2"
0.0128983203134271,0.278016275652437,0.266,0.214,1,"UBASH3A"
0.0129169887201179,0.323803974272734,0.141,0.104,1,"CHFR"
0.0129364083422439,-0.320294060355881,0.341,0.376,1,"PLEKHO1"
0.0129428772587154,0.268933200943357,0.268,0.22,1,"GTF2F1"
0.0131017734610742,0.276720874098044,0.381,0.331,1,"MAD1L1"
0.0132229615061472,0.312900937980463,0.183,0.141,1,"CTC1"
0.0132367764047865,0.259814217997109,0.185,0.142,1,"TRIM14"
0.0132571216544038,0.475069093948068,0.101,0.071,1,"PARVB"
0.0133300458151118,0.286403614680427,0.22,0.176,1,"ZNF146"
0.0134994817832684,-0.64998701155546,0.138,0.174,1,"ARHGEF7"
0.0135178521190252,0.312832439398649,0.165,0.125,1,"ZSCAN16-AS1"
0.013522402199499,0.355325049920115,0.153,0.116,1,"NAGK"
0.0135760513320008,0.279177889053516,0.135,0.099,1,"MED8"
0.0135799513529499,-0.386741371416837,0.289,0.325,1,"HSPA9"
0.0137147857600041,0.382382476283883,0.106,0.075,1,"TOR2A"
0.0137184961682025,0.318246684345275,0.119,0.085,1,"NAGPA"
0.0138922131156387,0.304500943492952,0.189,0.147,1,"PTPMT1"
0.0140979945049264,-0.322334757680638,0.551,0.564,1,"SRSF2"
0.0141301573961101,0.334671810765018,0.118,0.085,1,"SDHAF1"
0.0141307018489416,0.294745645482571,0.106,0.074,1,"CINP"
0.014151908033585,-0.306933179122495,0.179,0.222,1,"SATB1"
0.01417326628637,0.338752210407621,0.113,0.081,1,"FAM110A"
0.0142752958419703,0.330969376639616,0.118,0.084,1,"ZNF507"
0.0143063546476373,0.28444009209174,0.28,0.234,1,"CDR2"
0.0143202017923625,0.300355934840945,0.153,0.116,1,"PEX11B"
0.0143280286259717,0.333929509668025,0.106,0.075,1,"TTN-AS1"
0.0143607462456693,0.271817185655189,0.354,0.291,1,"STAT1"
0.01441409646568,0.26588472305988,0.262,0.216,1,"UBE2E3"
0.0144557979873133,0.356716811593991,0.162,0.125,1,"VPS26C"
0.0145143478942357,0.261922839961424,0.211,0.165,1,"UBE3C"
0.014569687479711,0.32388546617635,0.138,0.103,1,"TRAPPC8"
0.0146994915856773,0.404413488774889,0.135,0.1,1,"C1orf50"
0.0147673423815529,0.3405745393352,0.149,0.111,1,"ZC3H14"
0.0147724417657241,0.317888202028121,0.237,0.19,1,"SEL1L3"
0.0148174463476334,-0.339349234962796,0.213,0.26,1,"TNFRSF25"
0.0148725210746066,0.321139770159839,0.168,0.129,1,"TRIM59"
0.0149821808589243,0.290459593840667,0.14,0.104,1,"AP1S1"
0.0150616390421347,0.274574503718265,0.28,0.229,1,"CTSA"
0.0151170811892829,0.321848778722861,0.11,0.078,1,"C2orf74"
0.0152480154002829,-0.487729124861287,0.118,0.154,1,"PRKAG2"
0.0152901924066621,-0.614593680621809,0.095,0.129,1,"CPD"
0.0153222663162705,-0.568628608990933,0.299,0.332,1,"BTG2"
0.0154231441869803,0.289663058427108,0.152,0.114,1,"HRAS"
0.0154263061318315,0.301203702701287,0.104,0.073,1,"YIPF6"
0.0155187233703093,0.32774840972737,0.126,0.093,1,"CYREN"
0.0155504215947178,0.255424995070143,0.141,0.105,1,"SH2D3C"
0.0157937671609572,-0.542745463601481,0.219,0.257,1,"PTGER4"
0.0158444489840286,0.294274474911473,0.179,0.137,1,"ZNF83"
0.0158581927758678,0.364085208575384,0.131,0.097,1,"WDR77"
0.0161187821710032,0.271991535199655,0.162,0.123,1,"PCBD1"
0.0162552790108213,0.271109589445294,0.128,0.093,1,"XRCC1"
0.0163968372561476,0.289725758658191,0.217,0.174,1,"PCID2"
0.0164798626071211,0.285890326255311,0.14,0.104,1,"SEC23A"
0.0164949167466284,0.392668357043438,0.18,0.139,1,"SUMF1"
0.0166874090704223,-0.346127649880225,0.185,0.224,1,"SLCO3A1"
0.0167107419333786,0.272860808594626,0.113,0.081,1,"NDST2"
0.0167316974682839,0.283606921950783,0.15,0.113,1,"NEPRO"
0.0167938888626466,0.427762944285484,0.104,0.075,1,"TCEAL3"
0.0168159673601617,-0.733359043632818,0.103,0.135,1,"DDIT3"
0.016847976962569,0.289665659155591,0.186,0.144,1,"PRPF18"
0.0169097480332916,-0.551013345135527,0.07,0.101,1,"H2AC20"
0.0169272023992374,0.299749246664357,0.134,0.1,1,"PEX6"
0.0171466737182088,0.337118276775473,0.164,0.125,1,"DICER1"
0.0171545504367476,0.370163712285367,0.208,0.166,1,"RGL4"
0.0171892679413558,0.275000130840238,0.174,0.134,1,"COA5"
0.017202572591835,-0.338339249951715,0.182,0.222,1,"OSBPL9"
0.0172825808221551,-0.428844968728523,0.098,0.134,1,"CD8A"
0.0174847387292108,0.530535887108794,0.107,0.077,1,"TMEM60"
0.0176393295651704,0.362289519886962,0.149,0.112,1,"PCMTD2"
0.0179372331506293,-0.653038088853224,0.082,0.112,1,"HIPK2"
0.0179636108028609,0.480555365770538,0.116,0.085,1,"CTU1"
0.0179820487831181,0.39617944717533,0.125,0.094,1,"UBE2Q1"
0.0182902244164178,0.258301832817494,0.214,0.169,1,"FPGS"
0.0182916073897301,0.305668710084254,0.192,0.15,1,"NMRAL1"
0.0183368619766432,0.3319473409381,0.183,0.144,1,"SIGMAR1"
0.0183859883243468,0.313484296019488,0.223,0.181,1,"AGFG1"
0.0186247341562251,0.360314164778257,0.185,0.146,1,"TDG"
0.0186952754403316,0.289191241969655,0.234,0.188,1,"ARPC1A"
0.0186995944220155,-0.714985503572899,0.083,0.113,1,"AKAP8"
0.0187434571853679,0.585540470945619,0.103,0.074,1,"SLC46A3"
0.0188399389248493,0.377501263460728,0.135,0.102,1,"DNASE2"
0.0190013712976693,-0.399480583930465,0.257,0.293,1,"PRKX"
0.0190037907697777,0.322594968522912,0.141,0.107,1,"VPS25"
0.0190645168722194,0.268459726817902,0.182,0.142,1,"PAFAH1B3"
0.019076042090141,-0.613018398313641,0.074,0.105,1,"NOL10"
0.0191845606845935,0.37441942024287,0.1,0.071,1,"MTRES1"
0.0193816524251482,0.290517288149274,0.161,0.123,1,"SUDS3"
0.0194041694766874,-0.38832839525686,0.286,0.323,1,"FAM172A"
0.0195393224267335,0.308259569953864,0.137,0.102,1,"FXN"
0.0196907305273877,0.255458395761093,0.155,0.118,1,"ATG16L2"
0.0197248175650749,0.281416960794012,0.132,0.099,1,"CCDC32"
0.019817003968828,0.320067270783115,0.107,0.077,1,"SPON2"
0.0200126735470128,0.346036284159106,0.112,0.081,1,"YBEY"
0.0200997578760048,0.278839030954714,0.333,0.284,1,"RNASEH2B"
0.0201378723414012,0.31399760998967,0.101,0.072,1,"ABI2"
0.0203923459805414,0.265311720811596,0.174,0.135,1,"GMPR2"
0.0206785868576975,0.273876156599375,0.103,0.073,1,"DDX41"
0.0212186936402997,-0.42628974245775,0.271,0.302,1,"POLR2K"
0.0212814605580761,0.255595607511209,0.165,0.129,1,"ICE2"
0.0212973906568982,0.263615970707787,0.141,0.108,1,"MAPK13"
0.0214066127149117,0.308482928753318,0.213,0.17,1,"FCHSD2"
0.0214756501745933,0.305130440956884,0.144,0.109,1,"PCNX4"
0.0214826720860858,0.413871248915045,0.101,0.073,1,"MTX2"
0.0215332702246712,0.44239762345081,0.109,0.079,1,"RAP2A"
0.0216033955864793,-0.423546378131957,0.259,0.294,1,"FAM177A1"
0.0216184988665319,0.303526181399329,0.188,0.147,1,"RING1"
0.0217414011988602,-0.408529039115753,0.201,0.237,1,"PATJ"
0.0217911368857079,0.380630880063756,0.396,0.36,1,"CISH"
0.0220347651931982,0.267163069758616,0.189,0.148,1,"PARP15"
0.0221370794178071,0.276240497094201,0.173,0.134,1,"SNAPIN"
0.0221538642956245,-0.353601014108075,0.247,0.286,1,"RAB18"
0.022261327517931,0.338872849806104,0.137,0.104,1,"HDGFL2"
0.0223484587365726,0.333437667240331,0.173,0.135,1,"IL12RB1"
0.0223684539126281,0.296293534800165,0.134,0.1,1,"ARHGEF9"
0.0223868534502003,0.307817883759007,0.107,0.077,1,"ATAD2"
0.0224601781901647,0.315775981377004,0.103,0.074,1,"ZNF251"
0.0225068046969573,0.378892941071651,0.14,0.106,1,"FOXK2"
0.0225545539605643,0.254818661965834,0.147,0.111,1,"RAB11FIP1"
0.0226338321243052,0.255469584707057,0.314,0.265,1,"INPP4A"
0.0226714989895106,-0.43258709522991,0.18,0.217,1,"TARS3"
0.0227432518187055,0.253813954578972,0.381,0.325,1,"GBP2"
0.0227694789417509,-0.564608927004187,0.122,0.155,1,"MTFP1"
0.0230792060107489,0.40884616985271,0.132,0.1,1,"KATNA1"
0.0231205814895658,0.300616447461516,0.201,0.159,1,"TXNDC17"
0.0234744228251454,-0.47919056807685,0.129,0.163,1,"SLC39A8"
0.0235075955740387,0.255912246437998,0.421,0.368,1,"FERMT3"
0.0237532121738752,0.408328298236402,0.135,0.104,1,"SRFBP1"
0.0237750630978477,-0.513086511358207,0.107,0.14,1,"JMJD6"
