"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.25671646957368e-187,-0.740171218195749,0.693,0.784,7.7200463911244e-183,"JUNB"
1.4749270081848e-152,-0.654174471152195,0.691,0.778,3.49631447290207e-148,"CXCR4"
5.56681539307112e-144,0.607802204597932,0.641,0.499,1.31961358892751e-139,"LINC00861"
1.42345400082854e-143,-0.886586522232835,0.594,0.68,3.37429770896407e-139,"ZFP36"
2.58183870576413e-127,-0.639452066103877,0.521,0.635,6.12024865201386e-123,"NFKBIA"
1.03659618968155e-125,-0.857462499425085,0.27,0.409,2.45725126764011e-121,"TNFAIP3"
2.33289414597488e-117,-0.891182933240523,0.319,0.448,5.53012557303345e-113,"JUN"
1.55475887836162e-116,-2.511850665875,0.035,0.126,3.68555592115622e-112,"RGS16"
1.74975228662818e-114,-0.606523275681448,0.522,0.634,4.1477877954521e-110,"CD69"
4.95590903342432e-98,-0.666607124367478,0.46,0.565,1.17479823637323e-93,"DDIT4"
7.12864718868901e-94,1.05929058981788,0.418,0.316,1.68984581607873e-89,"ENSG00000235979"
1.44582218012897e-91,0.835542702653369,0.313,0.206,3.42732147799572e-87,"DHFR"
4.98491963550223e-88,-1.02775502312214,0.159,0.262,1.1816751995958e-83,"SKIL"
5.9829521756168e-85,-0.297864319427456,0.964,0.968,1.41825881322996e-80,"ZFP36L2"
6.71844471691922e-85,-0.806265261354856,0.279,0.391,1.5926073201457e-80,"DUSP2"
1.84246911434579e-83,0.329064983726668,0.777,0.676,4.3675730355567e-79,"TRAF3IP3"
1.82044707972904e-73,0.318514928750474,0.745,0.648,4.3153698024977e-69,"GIMAP4"
2.54772396413388e-70,-0.51930410225334,0.466,0.549,6.03937965697935e-66,"DNAJB1"
7.56303314993251e-64,-0.849848835365716,0.258,0.344,1.7928170081915e-59,"BTG2"
1.90208064152598e-63,0.280274883454772,0.821,0.746,4.50888216073734e-59,"GIMAP7"
6.2672430731748e-62,0.50080568136084,0.442,0.344,1.48564997049609e-57,"MT2A"
1.02864110571647e-60,-0.362880416126054,0.743,0.784,2.43839374110089e-56,"TSC22D3"
1.05351923704455e-60,-0.548031886789748,0.401,0.486,2.4973673514141e-56,"LINC01619"
2.13000106491519e-57,-0.762340583756791,0.182,0.265,5.04916752438145e-53,"PDE4D"
8.76690030768895e-57,0.526797832810225,0.412,0.321,2.07819371793767e-52,"GBP5"
4.34672319319818e-54,0.420616032952789,0.382,0.288,1.03039073294763e-49,"MIR142HG"
2.19973096015308e-51,0.411232199444241,0.404,0.311,5.21446224104288e-47,"ENSG00000268027"
2.88119625837037e-51,-0.549798500196552,0.314,0.394,6.82987573046697e-47,"SBDS"
4.93856892760381e-50,-0.282151819811589,0.7,0.744,1.17068776428848e-45,"RBM3"
4.27302052502659e-49,-0.43936500407569,0.408,0.486,1.01291951545755e-44,"PDE3B"
2.63456596880276e-48,0.459959461442302,0.468,0.388,6.24523862904695e-44,"CISH"
4.26388552042171e-46,-1.24624615240039,0.05,0.103,1.01075406261597e-41,"SMAD7"
2.13600558401705e-45,-0.336955377667979,0.64,0.679,5.06340123691242e-41,"STK17B"
1.7341898707669e-44,0.576597100827586,0.583,0.485,4.11089708865293e-40,"ENSG00000289474"
1.53628290100142e-43,0.369360368486815,0.392,0.308,3.64175861682386e-39,"BTN3A2"
1.76025865449234e-43,0.50726026981619,0.26,0.187,4.17269314047409e-39,"HSPA1A"
3.00025245829005e-43,-0.696057094749193,0.164,0.235,7.11209845237657e-39,"PLK3"
4.0416902432718e-42,0.284700016474684,0.591,0.503,9.58082672167579e-38,"PRMT2"
1.28199272345025e-39,-1.19267172140046,0.058,0.108,3.03896375093882e-35,"NR4A2"
6.26865293824434e-39,0.398180533402693,0.311,0.237,1.48598417901082e-34,"SLAMF1"
1.71837143025659e-38,-0.623881256820044,0.239,0.305,4.07339947542326e-34,"DUSP1"
3.80160840372823e-37,-0.49874851461752,0.265,0.335,9.01171272103777e-33,"BACH2"
1.01080245862758e-36,-0.513173117919403,0.328,0.389,2.39610722817668e-32,"RNF125"
1.27684647138051e-36,0.299135109111644,0.535,0.453,3.02676456040749e-32,"GIMAP1"
1.35018057609267e-36,-0.261776627288456,0.713,0.743,3.20060305562767e-32,"SRSF7"
1.49946689320629e-36,-0.431567126608269,0.43,0.488,3.55448627034552e-32,"SAMSN1"
5.96421456756038e-36,0.541870476475901,0.197,0.138,1.41381706324019e-31,"LINC00649"
3.21845140895022e-34,0.315219957660429,0.511,0.435,7.6293390649165e-30,"CTSC"
1.75614126386819e-33,0.611791736443704,0.177,0.124,4.16293286599954e-29,"MIR4435-2HG"
2.79253642791121e-33,0.707443562746145,0.108,0.067,6.61970760236353e-29,"APOLD1"
3.27816395967443e-33,-0.446998510915762,0.298,0.363,7.77088766640824e-29,"BHLHE40"
8.34643943861551e-33,0.358792323294425,0.372,0.3,1.97852346892381e-28,"PYHIN1"
4.68716135201775e-32,-0.329011077530055,0.479,0.537,1.11109159849581e-27,"S1PR1"
6.49203997688162e-32,-0.455169163573381,0.305,0.366,1.53893807651979e-27,"RBM38"
7.23669105757818e-32,0.394343439356729,0.33,0.263,1.71545761519891e-27,"TRG-AS1"
7.26389334109344e-32,0.63776137904962,0.134,0.089,1.7219059165062e-27,"TNFAIP8L2"
9.09964026255571e-32,0.625049514228557,0.139,0.093,2.15706972423883e-27,"CCR2"
1.34367641119488e-31,0.381918793126525,0.315,0.248,3.18518493273746e-27,"CYTOR"
3.61516394760567e-31,0.665828082738777,0.116,0.074,8.56974613779925e-27,"TSHZ2"
5.25289262092392e-31,0.396951765154887,0.242,0.181,1.24519819579001e-26,"TRAPPC4"
6.53600273039647e-31,0.290072150558023,0.525,0.454,1.54935944724048e-26,"ALOX5AP"
9.41410868950377e-31,0.267669833416027,0.657,0.587,2.23161446484687e-26,"UCP2"
1.3279596749492e-30,0.313567775916308,0.433,0.359,3.14792840946708e-26,"CARD16"
9.9891288922124e-30,0.281024840137651,0.481,0.404,2.36792300389895e-25,"NEAT1"
1.49130519144413e-29,-0.917938060960656,0.072,0.116,3.5351389563183e-25,"CSRNP1"
2.27480293510983e-29,0.264637103024482,0.474,0.397,5.39242035767784e-25,"LBH"
3.29697524864865e-29,0.692950479302149,0.129,0.086,7.81547982692162e-25,"CXCR6"
5.35158694527138e-29,0.330796312534338,0.337,0.27,1.26859368537658e-24,"GRAP2"
6.0592115318514e-29,-0.481761790922523,0.256,0.313,1.43633609362537e-24,"CDK17"
2.18599433862972e-28,0.492784589607594,0.194,0.143,5.18189957972176e-24,"BATF"
4.21700727347953e-28,0.426502097762093,0.205,0.152,9.99641574178323e-24,"CALHM2"
4.88568791657474e-28,-0.555874332508753,0.167,0.222,1.15815232062404e-23,"TENT5C"
9.86023599014257e-28,0.361842840979244,0.297,0.235,2.3373689414633e-23,"GIMAP2"
2.07703397147546e-27,-0.709927529153207,0.112,0.16,4.92360902938258e-23,"PER1"
5.70099023519953e-27,-0.408080225729494,0.305,0.363,1.35141973525405e-22,"SOCS1"
7.60720728366112e-27,-0.484356913116886,0.244,0.299,1.80328848659187e-22,"PPP1R16B"
1.03140518258548e-26,-0.532099611546109,0.189,0.243,2.44494598531887e-22,"SBDSP1"
2.28735311981201e-26,-0.791355459755777,0.122,0.169,5.42217057051436e-22,"RGS1"
6.35867457328383e-26,-0.493092929939421,0.22,0.272,1.50732380759693e-21,"TRMT10C"
9.43157702796692e-26,-0.357809712291903,0.385,0.438,2.23575533447956e-21,"UPP1"
9.56791012506894e-26,0.256650477341566,0.439,0.372,2.26807309514759e-21,"DENND2D"
1.03323087665572e-25,-0.480484318989861,0.307,0.36,2.44927379311238e-21,"CNOT6L"
1.16135960725353e-25,0.388243196829895,0.227,0.173,2.7530029489945e-21,"SLAMF6"
1.49660618884168e-25,0.365164875409794,0.23,0.176,3.54770497064921e-21,"DBP"
1.53471221381734e-25,0.328059845245549,0.261,0.203,3.63803530285401e-21,"IRF1-AS1"
2.09354014490013e-25,0.354507353715021,0.236,0.18,4.96273691348576e-21,"DLEU2"
2.44249324228911e-25,0.280840291100179,0.329,0.266,5.78993023084633e-21,"GLRX"
4.47986336846378e-25,0.505649458453533,0.173,0.127,1.06195161149434e-20,"HOXB2"
5.58838435041358e-25,0.293426622067252,0.418,0.353,1.32472651026554e-20,"CDK2AP2"
6.87507282816467e-25,-0.324062209987121,0.484,0.524,1.62973601391643e-20,"RBM8A"
5.29966640493626e-24,-0.455898580286917,0.219,0.271,1.25628592129014e-19,"NELL2"
6.33849975793695e-24,-0.312062459842021,0.436,0.48,1.50254136761895e-19,"MGAT4A"
9.10110086535851e-24,-0.802204722486008,0.065,0.103,2.15741596013323e-19,"CTSL"
1.00588813782889e-23,-0.343249091185993,0.531,0.576,2.38445783072338e-19,"LINC-PINT"
1.9975595920351e-23,0.306603479776751,0.319,0.26,4.73521501291921e-19,"IFNAR2"
4.91193585771268e-23,-0.773861192906618,0.083,0.122,1.16437439507079e-18,"TBC1D22A-DT"
7.42506961204134e-23,0.375341020930386,0.197,0.15,1.7601127515344e-18,"TNFRSF1A"
1.92175679321106e-22,0.346321353560874,0.278,0.225,4.55552447830681e-18,"LFNG"
2.54676718886775e-22,0.508192451296746,0.109,0.074,6.037111621211e-18,"GBP3"
1.65104292557455e-21,-0.717711986639918,0.089,0.128,3.91379725507448e-17,"DDIT3"
6.26370840032195e-21,-0.345616226094561,0.542,0.566,1.48481207629632e-16,"IER2"
1.18970228477364e-20,-0.251166337810161,0.51,0.547,2.82018926605591e-16,"SNHG8"
1.3942871680155e-20,0.296427065714617,0.269,0.217,3.30515773178073e-16,"C14orf119"
1.87507528457945e-20,0.2698645871824,0.222,0.173,4.44486596209559e-16,"SLC9A9"
3.22198965128637e-20,-0.327656991121205,0.479,0.515,7.63772646837435e-16,"P2RY8"
4.76764375236391e-20,0.754779052877086,0.269,0.221,1.13016995149787e-15,"ENSG00000289901"
4.94833359310248e-20,0.259016525570078,0.36,0.302,1.17300247824494e-15,"ATP2B4"
6.30351921344241e-20,0.393745772435277,0.151,0.112,1.49424922954652e-15,"THEMIS2"
9.3700554003952e-20,0.312210889369753,0.293,0.241,2.22117163266368e-15,"TNFSF10"
1.11390025006473e-19,0.295592169220688,0.36,0.305,2.64050054277844e-15,"GBP2"
2.04081273483761e-19,-0.294836918671234,0.427,0.468,4.83774658793255e-15,"CCNL1"
1.10169253897723e-18,0.396365984163879,0.175,0.134,2.61156216364552e-14,"ZFP90"
1.140380933612e-18,-0.411248715092268,0.249,0.292,2.70327300312724e-14,"RNMT"
1.15149223692341e-18,0.358268185443183,0.165,0.125,2.72961234762694e-14,"SMC4"
2.33181583652916e-18,0.439604712734385,0.106,0.074,5.52756944049238e-14,"FAM110A"
3.66755911487698e-18,0.258474239431474,0.336,0.285,8.69394888181589e-14,"CD40LG"
