"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
6.38689424869347e-48,0.848009585931524,0.103,0.06,1.51401328165279e-43,"ENSG00000285756"
8.16124883386457e-47,0.660790386980193,0.153,0.101,1.9346240360676e-42,"TXLNG"
4.73105970128576e-46,-0.773835645913459,0.064,0.106,1.12149770218979e-41,"GZMH"
2.80197116721938e-45,-0.599483537739025,0.112,0.162,6.64207265189354e-41,"FAM118A"
3.12515422297928e-45,0.263785100125251,0.694,0.642,7.40817808557239e-41,"ITGB1"
3.01538499453367e-42,0.781256703462806,0.113,0.071,7.14797012954206e-38,"PUDP"
2.59171249192912e-40,-0.483616122978143,0.193,0.25,6.14365446211798e-36,"NKG7"
2.15461328958195e-37,0.442811296628432,0.351,0.292,5.107510802954e-33,"BTG2"
3.90786202715715e-37,0.541516848387364,0.201,0.15,9.26358693537603e-33,"PASK"
2.19565149060166e-35,0.298945764540794,0.486,0.429,5.20479185847122e-31,"PRKCQ-AS1"
1.94743324406541e-34,-0.443558173658614,0.128,0.175,4.61639050505705e-30,"ENSG00000291100"
4.84317867125541e-34,0.767698623270926,0.125,0.086,1.1480755040211e-29,"NPEPPSP1"
1.36811180708614e-33,0.408361630181389,0.302,0.25,3.24310903869769e-29,"ENSG00000291107"
7.67505529670864e-32,0.448084031185995,0.262,0.211,1.81937185808478e-27,"SKIL"
1.93180930919246e-30,0.46437894848203,0.184,0.139,4.57935396744073e-26,"SYAP1"
1.32411616127436e-29,0.264472817071335,0.429,0.368,3.13881736030087e-25,"LEF1"
1.73188317341371e-29,-0.764299697242164,0.58,0.605,4.10542906257721e-25,"CD74"
3.7332313438454e-29,0.466876491937611,0.208,0.163,8.84962490058553e-25,"SMC1A"
9.0129292376165e-29,-0.547219373825068,0.093,0.13,2.13651487577699e-24,"AOAH"
6.31603354864251e-27,-0.306451168384503,0.242,0.29,1.49721575270571e-22,"CYTOR"
8.40483350116472e-27,-0.514167976825032,0.071,0.103,1.9923657814511e-22,"PLEK"
1.19372321327611e-25,0.435489738363145,0.2,0.159,2.82972087707101e-21,"PGAP6"
3.25194084924595e-25,-0.705349847939832,0.325,0.354,7.70872578313753e-21,"ENSG00000235979"
9.24579844137308e-25,-0.349310103265756,0.232,0.276,2.19171652052749e-20,"PRF1"
2.84098857015205e-24,0.473807749030268,0.146,0.109,6.73456340554545e-20,"KANSL1-AS1"
8.13530437866555e-24,-0.284005896169059,0.454,0.496,1.92847390296267e-19,"GZMK"
1.33595096992553e-23,-0.722727326532712,0.237,0.282,3.16687177420847e-19,"HLA-DPB1"
2.31610392584985e-23,-0.848576939968057,0.073,0.101,5.49032435622706e-19,"HLA-DMA"
6.51294656888405e-23,0.314030966498122,0.77,0.757,1.54389398415396e-18,"JUNB"
6.76122611829883e-23,0.329013257994218,0.297,0.253,1.60274865134274e-18,"GLRX"
6.91207076154029e-22,0.294808847815502,0.235,0.194,1.63850637402313e-17,"AP1S2"
2.75917561400489e-20,0.503733974212941,0.101,0.073,6.5406257929986e-16,"DCTN6-DT"
7.85310165238861e-20,0.396396236290277,0.175,0.141,1.86157774669872e-15,"ENSG00000291113"
4.06412024364643e-19,0.509525580466091,0.105,0.078,9.63399703756387e-15,"ENSG00000290048"
1.26749030320824e-18,0.344107412706339,0.222,0.185,3.00458576375512e-14,"TNFRSF4"
1.28216937931014e-18,0.268894329445951,0.354,0.312,3.0393825136547e-14,"SERINC5"
1.23621288456134e-17,0.275229391519672,0.337,0.296,2.93044264285267e-13,"BACH2"
1.26912587260737e-17,0.465322943897078,0.137,0.107,3.00846288101578e-13,"CENPK"
1.795117029205e-17,0.308794125680689,0.184,0.15,4.25532491773044e-13,"NFKBIZ"
1.92042125544657e-17,0.310492940926269,0.232,0.195,4.55235858603609e-13,"USP9X"
2.77949937552626e-17,0.351716288315587,0.185,0.152,6.58880326968499e-13,"LPAR6"
1.87211297508925e-16,0.30345937481712,0.23,0.196,4.43784380744907e-12,"PIN4"
2.21767303053811e-16,0.336250869467559,0.195,0.162,5.25699391889059e-12,"ARMH1"
3.40468808963115e-16,0.272081714474956,0.268,0.23,8.07081311647064e-12,"PRKCA"
7.33136237872727e-16,0.321029962323438,0.206,0.173,1.7378994518773e-11,"CRIP2"
1.00453587553761e-15,0.485218504808234,0.106,0.081,2.38125229296189e-11,"SLC40A1"
1.47877039503727e-15,0.257251769591684,0.306,0.27,3.50542522143586e-11,"DUSP1"
1.69104967153636e-15,0.360103008558021,0.124,0.098,4.00863324637693e-11,"BTG1-DT"
2.88055795908717e-15,0.465772631723222,0.115,0.09,6.82836264201613e-11,"CXorf38"
3.03927460829351e-15,-0.329979540991154,0.105,0.132,7.20460045895977e-11,"PLAAT3"
8.57963198587729e-15,0.534869363159277,0.105,0.081,2.03380176225221e-10,"CTSL"
1.68567480825303e-14,0.434216237489072,0.1,0.077,3.99589213296381e-10,"LTA"
2.76717823216505e-14,0.306330473573425,0.215,0.184,6.55959599934724e-10,"TRABD2A"
4.21271319007356e-14,-0.315482288427357,0.158,0.186,9.98623661706938e-10,"MRPL10"
1.15646131132601e-13,0.30763525510716,0.208,0.178,2.7413915384983e-09,"WDR74"
1.38324585320569e-13,0.328050515801825,0.433,0.406,3.27898429502409e-09,"JUN"
3.56095624479176e-13,0.261625277630363,0.226,0.195,8.44124677827887e-09,"UBA1"
5.54744279070437e-13,0.384243795739185,0.13,0.106,1.31502131353647e-08,"DDIT3"
6.87879901361421e-13,-0.377307940472942,0.086,0.108,1.63061930617725e-08,"CXCR6"
1.70793895443751e-12,0.571054934000215,0.117,0.094,4.04866929149413e-08,"RGS16"
3.60030222683778e-12,0.357749153703474,0.107,0.085,8.53451642871895e-08,"NR4A2"
1.231863927661e-11,0.305486242813995,0.127,0.104,2.9201334405204e-07,"SNHG9"
2.40303682758622e-11,0.277714748560091,0.232,0.205,5.69639879979314e-07,"PLK3"
3.40252484252627e-11,-0.331505818870513,0.155,0.179,8.06568513920854e-07,"FHIP2A"
7.35678602900167e-11,0.335423643901521,0.112,0.091,1.74392612817485e-06,"FHL1"
1.14433489801711e-10,-0.306418178029868,0.125,0.147,2.71264587574956e-06,"GTDC1"
1.63546085888402e-10,-0.364609448183616,0.121,0.143,3.87685996598457e-06,"CD8A"
5.45836351974854e-10,0.288154560698905,0.152,0.129,1.29390507235639e-05,"CITED4"
